user,churn,age,deposits,purchases_partners,purchases,cc_recommended,cc_application_begin,reward_rate,housing_O,housing_R,payment_type_Bi-Weekly,payment_type_Monthly,payment_type_Semi-Monthly,payment_type_Weekly,zodiac_sign_Aquarius,zodiac_sign_Aries,zodiac_sign_Cancer,zodiac_sign_Capricorn,zodiac_sign_Gemini,zodiac_sign_Leo,zodiac_sign_Libra,zodiac_sign_Pisces,zodiac_sign_Sagittarius,zodiac_sign_Scorpio,zodiac_sign_Taurus,zodiac_sign_Virgo
19487,0,24.0,1,37,1,200,9,1.83,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
50686,1,39.0,0,0,0,35,6,0.4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60454,1,30.0,1,10,1,10,1,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66499,0,28.0,0,2,0,0,0,0.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46348,1,23.0,0,29,0,87,1,0.83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27434,1,31.0,0,0,0,26,2,0.16999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20472,1,27.0,0,6,0,18,0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11559,0,49.0,0,3,0,154,2,1.77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
57549,0,36.0,0,123,0,114,12,0.67,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11577,0,30.0,0,52,0,110,5,1.33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
33904,0,31.0,0,9,0,63,4,0.83,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
44459,0,39.0,3,26,3,69,8,0.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68740,0,58.0,0,0,0,8,0,0.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24322,1,37.0,0,56,0,183,7,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56750,1,47.0,0,3,0,51,12,0.63,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9600,1,45.0,0,18,0,16,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43046,1,46.0,0,0,0,156,5,2.03,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48753,1,25.0,0,7,0,8,3,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42476,0,54.0,1,40,1,201,46,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46674,0,39.0,0,0,0,116,36,1.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6452,1,35.0,3,16,3,18,1,0.37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4782,0,45.0,1,110,1,175,11,1.53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6634,1,29.0,0,0,0,186,17,2.03,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6988,0,30.0,0,88,0,179,4,1.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12005,1,41.0,0,0,0,255,47,2.23,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26977,1,29.0,0,0,0,275,13,1.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43549,0,23.0,0,14,0,26,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
57700,1,48.0,0,0,0,10,2,1.86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33085,1,24.0,0,38,0,153,6,1.5699999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27579,0,28.0,0,0,0,74,7,1.27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36308,1,30.0,1,8,1,25,1,0.27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4581,0,24.0,13,28,13,75,27,0.77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31633,0,24.0,1,33,1,74,4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56769,1,41.0,3,6,3,5,3,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41201,1,46.0,36,71,36,250,10,1.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41736,0,27.0,0,130,0,223,11,1.87,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12157,0,49.0,0,2,0,0,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24464,0,27.0,0,14,0,90,6,1.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45882,1,33.0,0,0,0,14,1,0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13367,0,34.0,0,16,0,19,1,0.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51243,1,31.0,0,0,0,37,1,0.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
59733,1,28.0,0,0,0,5,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55323,0,19.0,1,1,1,0,0,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50113,1,27.0,0,0,0,71,2,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58761,0,33.0,0,21,0,65,2,0.79,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30989,0,44.0,1,0,1,274,20,2.23,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46663,0,50.0,5,20,5,65,13,0.79,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45488,0,21.0,2,6,2,6,4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47350,0,37.0,8,54,7,175,17,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34315,0,49.0,0,0,0,57,11,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44923,0,38.0,12,27,12,75,6,0.94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36361,1,28.0,7,30,7,43,4,0.7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18204,1,23.0,0,0,0,91,9,0.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35571,1,29.0,0,0,0,284,20,2.27,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53931,0,25.0,1,19,1,117,4,1.33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43694,1,25.0,2,2,1,149,8,1.37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19175,1,27.0,0,0,0,253,21,1.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14741,0,21.0,3,81,3,244,18,1.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34592,0,33.0,0,3,0,9,0,0.16999999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64461,0,27.0,0,3,0,8,1,0.13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18968,0,61.0,0,0,0,0,0,0.3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22877,1,24.0,0,16,0,19,2,0.43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16864,1,21.0,0,0,0,155,7,2.33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18879,0,50.0,0,0,0,161,9,2.13,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11625,0,24.0,1,134,1,240,14,1.93,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20193,0,20.0,18,105,17,171,11,1.23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37251,1,32.0,0,19,0,66,13,0.06999999999999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16870,0,40.0,16,26,16,85,21,0.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53201,0,32.0,3,99,3,223,14,1.77,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9669,0,60.0,57,72,57,245,57,1.87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51570,1,28.0,0,0,0,14,1,0.13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20997,1,42.0,25,129,25,271,23,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30703,1,30.0,0,10,0,20,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25648,0,23.0,0,16,0,22,0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35488,1,23.0,0,29,0,29,5,0.43,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36534,0,29.0,5,25,5,28,3,0.27,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58802,0,43.0,1,7,1,17,2,0.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32740,0,25.0,1,17,1,24,4,0.33,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49629,0,29.0,0,129,0,251,7,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57673,1,51.0,2,0,2,163,17,1.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33944,0,21.0,0,82,0,239,4,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33471,0,35.0,1,117,1,196,5,1.53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24355,0,48.0,1,157,1,305,10,2.23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21563,0,37.0,0,0,0,210,23,2.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18354,0,29.0,19,57,19,114,12,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15455,1,33.0,8,23,8,41,11,0.6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39944,0,30.0,2,68,2,236,3,1.53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4335,0,51.0,4,24,4,52,7,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57002,1,20.0,0,20,0,25,1,0.23,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36912,0,25.0,1,26,1,55,5,0.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24252,1,39.0,5,22,5,161,13,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48559,0,20.0,1,18,1,50,3,0.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29890,0,23.0,0,16,0,19,0,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7729,0,25.0,16,86,16,191,15,1.83,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17222,0,32.0,2,63,2,178,3,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7131,0,21.0,5,48,5,99,14,0.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22740,1,32.0,0,24,0,40,2,0.63,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27403,0,37.0,4,104,4,168,8,1.6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13209,0,19.0,1,39,1,214,6,2.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23673,0,39.0,0,4,0,5,0,0.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5624,1,30.0,1,47,1,45,7,0.67,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49332,0,33.0,0,60,0,154,7,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35599,0,28.0,0,88,0,188,0,1.5699999999999998,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20010,0,52.0,51,80,51,269,22,2.17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42883,0,25.0,0,34,0,85,1,0.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,0,38.0,16,78,16,145,22,1.5699999999999998,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34925,1,44.0,0,0,0,74,5,1.23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12125,0,31.0,0,0,0,223,16,2.17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36223,1,43.0,0,0,0,102,10,0.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
65194,1,36.0,0,0,0,5,0,0.37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47866,0,40.0,41,60,41,221,11,1.47,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42456,1,26.0,20,68,20,175,19,1.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31852,0,25.0,0,11,0,33,1,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58327,0,26.0,0,26,0,48,4,0.52,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30650,0,36.0,4,17,4,41,5,0.43,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59067,0,22.0,0,3,0,6,0,0.16999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31865,0,30.0,5,47,5,62,5,0.83,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6730,0,30.0,0,67,0,174,5,1.93,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13126,0,36.0,0,0,0,226,0,1.97,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1965,1,28.0,0,0,0,49,3,0.87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6825,1,31.0,26,53,26,271,31,2.3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33498,0,38.0,0,23,0,156,5,1.4300000000000002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22883,1,23.0,0,0,0,65,5,1.23,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10882,0,33.0,49,36,49,245,25,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39397,0,40.0,7,48,7,134,6,1.2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35016,0,30.0,4,5,4,11,6,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8550,1,47.0,4,126,4,187,23,0.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55350,1,20.0,0,13,0,25,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28453,0,24.0,14,88,14,277,6,2.17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57532,1,29.0,3,5,3,8,1,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57088,1,23.0,9,76,9,189,13,1.8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
42718,0,37.0,0,0,0,301,48,2.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48812,1,31.0,0,0,0,9,1,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29615,1,23.0,3,0,3,81,17,0.77,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
27678,0,29.0,0,15,0,0,0,0.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3158,1,32.0,0,25,0,48,6,0.67,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35386,1,31.0,0,0,0,262,43,2.23,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31062,1,21.0,5,39,5,80,8,0.43,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40203,1,26.0,0,0,0,232,23,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34292,1,25.0,0,0,0,7,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14347,0,48.0,1,59,1,130,18,1.47,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8501,0,20.0,27,29,27,100,21,1.03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24628,1,23.0,2,7,2,84,9,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26248,0,67.0,0,0,0,83,6,1.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8541,1,32.0,0,0,0,5,0,0.06999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8018,0,19.0,5,44,5,75,10,0.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26321,1,38.0,0,0,0,174,15,1.83,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24529,1,38.0,15,11,15,98,13,0.23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48887,1,43.0,0,0,0,31,1,0.46,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27023,1,19.0,0,0,0,82,12,0.63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6136,1,22.0,0,78,0,201,1,1.4300000000000002,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
66121,0,28.0,0,20,0,20,3,0.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6958,1,27.0,0,0,0,85,1,1.4300000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56774,1,25.0,0,17,0,55,4,0.5700000000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59217,1,22.0,0,4,0,5,0,0.23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47099,0,23.0,0,55,0,124,6,0.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25108,1,27.0,3,23,3,47,1,0.7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42349,1,39.0,13,126,13,225,34,1.33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13041,0,31.0,1,39,1,65,10,0.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4301,1,28.0,0,1,0,69,9,0.97,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52240,0,38.0,9,145,9,236,11,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43300,1,43.0,0,0,0,177,15,1.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7678,0,41.0,0,0,0,222,50,2.07,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24343,1,34.0,1,102,1,288,32,1.9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33104,0,54.0,26,29,26,120,37,1.63,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19083,0,50.0,22,14,22,271,4,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50737,0,22.0,0,15,0,25,1,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50464,0,37.0,0,0,0,53,3,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58207,1,27.0,5,16,5,20,1,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15104,0,29.0,4,100,4,178,3,1.9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20413,1,32.0,0,2,0,6,2,0.03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42676,0,31.0,0,0,0,218,8,2.07,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
47985,1,22.0,0,4,0,0,0,0.16999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38928,1,39.0,0,0,0,146,10,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2852,1,23.0,0,0,0,123,24,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53016,1,32.0,11,1,11,199,31,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14056,1,41.0,1,26,1,89,4,0.5700000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17215,1,22.0,9,24,9,86,8,0.33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
40802,1,28.0,0,0,0,214,12,2.23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45347,1,31.0,0,0,0,12,3,0.5700000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26949,0,55.0,60,86,60,299,104,2.23,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34875,1,39.0,2,21,2,41,2,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7352,1,44.0,0,0,0,229,17,2.23,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28697,0,53.0,1,174,1,235,23,2.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2320,1,44.0,0,61,0,144,3,0.63,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11573,0,35.0,0,73,0,124,13,0.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31378,1,22.0,0,3,0,240,18,1.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50708,1,21.0,0,0,0,39,5,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23953,0,20.0,6,74,6,93,17,1.13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42067,0,41.0,25,34,25,115,8,0.67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22794,1,38.0,0,0,0,117,1,1.77,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37898,0,24.0,0,52,1,95,10,0.73,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9612,0,24.0,0,24,0,60,4,0.68,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62051,1,26.0,0,4,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28889,0,28.0,0,52,0,126,3,1.5699999999999998,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18355,0,40.0,41,46,34,158,22,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41334,0,34.0,0,207,0,185,43,1.33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19463,0,39.0,0,4,0,114,0,1.23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46149,1,28.0,0,0,0,54,4,1.77,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17499,0,23.0,26,50,25,135,8,0.97,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33216,0,34.0,31,40,31,95,18,0.9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66547,0,22.0,0,5,0,3,2,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49491,0,34.0,0,23,0,227,14,1.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6889,0,33.0,2,40,2,95,0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52185,0,31.0,0,0,0,14,0,0.3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2790,0,26.0,0,0,0,209,80,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32484,0,37.0,12,28,12,60,6,0.94,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54928,0,21.0,3,17,3,54,24,0.53,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35663,0,41.0,1,105,1,131,12,1.04,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48457,0,32.0,0,29,0,25,0,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6864,0,38.0,15,63,15,59,14,0.83,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53049,1,34.0,2,0,2,38,1,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24308,1,30.0,0,4,0,11,2,0.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45466,1,27.0,0,0,0,13,1,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
56536,0,40.0,17,28,17,119,10,1.17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25223,0,39.0,0,0,0,146,5,1.93,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16762,0,46.0,1,20,1,16,1,0.53,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23757,1,50.0,0,45,0,134,7,1.03,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8516,0,26.0,3,30,3,24,6,0.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36590,0,23.0,8,240,8,270,4,2.13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30888,0,60.0,1,37,1,87,11,1.37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11363,1,44.0,0,9,0,162,7,1.03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25598,1,28.0,2,32,2,51,3,0.73,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
42287,0,23.0,4,70,4,115,28,0.9,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4889,1,25.0,0,0,0,227,4,1.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7894,1,43.0,0,0,0,40,2,0.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34908,0,40.0,4,70,4,195,8,1.4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57221,0,19.0,0,35,0,28,0,0.5700000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49626,1,49.0,0,0,0,0,0,0.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19972,1,26.0,0,0,0,218,3,2.17,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10596,0,49.0,0,0,0,120,4,1.87,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
